il,ilce,ilce-il,yil,ay,satis
Şanlıurfa,Siverek,Siverek (Şanlıurfa),2020,8,262
Şanlıurfa,Viranşehir,Viranşehir (Şanlıurfa),2020,8,149
Siirt,Kurtalan,Kurtalan (Siirt),2020,8,37
Siirt,Merkez,Merkez (Siirt),2020,8,194
Sinop,Ayancık,Ayancık (Sinop),2020,8,48
Sinop,Boyabat,Boyabat (Sinop),2020,8,71
Sinop,Gerze,Gerze (Sinop),2020,8,127
Sinop,Merkez,Merkez (Sinop),2020,8,177
Sinop,Türkeli,Türkeli (Sinop),2020,8,55
Şırnak,Cizre,Cizre (Şırnak),2020,8,86
Sivas,Merkez,Merkez (Sivas),2020,8,997
Sivas,Şarkışla,Şarkışla (Sivas),2020,8,45
Sivas,Suşehri,Suşehri (Sivas),2020,8,27
Sivas,Zara,Zara (Sivas),2020,8,28
Tekirdağ,Çerkezköy,Çerkezköy (Tekirdağ),2020,8,953
Tekirdağ,Çorlu,Çorlu (Tekirdağ),2020,8,1044
Tekirdağ,Ergene,Ergene (Tekirdağ),2020,8,88
Tekirdağ,Hayrabolu,Hayrabolu (Tekirdağ),2020,8,23
Tekirdağ,Kapaklı,Kapaklı (Tekirdağ),2020,8,389
Tekirdağ,Malkara,Malkara (Tekirdağ),2020,8,85
Tekirdağ,Marmaraereğlisi,Marmaraereğlisi (Tekirdağ),2020,8,359
Tekirdağ,Muratlı,Muratlı (Tekirdağ),2020,8,69
Tekirdağ,Saray,Saray (Tekirdağ),2020,8,86
Tekirdağ,Şarköy,Şarköy (Tekirdağ),2020,8,342
Tekirdağ,Süleymanpaşa,Süleymanpaşa (Tekirdağ),2020,8,686
Tokat,Erbaa,Erbaa (Tokat),2020,8,72
Tokat,Merkez,Merkez (Tokat),2020,8,385
Tokat,Niksar,Niksar (Tokat),2020,8,58
Tokat,Turhal,Turhal (Tokat),2020,8,110
Tokat,Zile,Zile (Tokat),2020,8,85
Trabzon,Akçaabat,Akçaabat (Trabzon),2020,8,242
Trabzon,Araklı,Araklı (Trabzon),2020,8,61
Trabzon,Arsin,Arsin (Trabzon),2020,8,32
Trabzon,Beşikdüzü,Beşikdüzü (Trabzon),2020,8,45
Trabzon,Of,Of (Trabzon),2020,8,57
Trabzon,Ortahisar,Ortahisar (Trabzon),2020,8,708
Trabzon,Sürmene,Sürmene (Trabzon),2020,8,86
Trabzon,Vakfıkebir,Vakfıkebir (Trabzon),2020,8,39
Trabzon,Yomra,Yomra (Trabzon),2020,8,180
Tunceli,Merkez,Merkez (Tunceli),2020,8,90
Uşak,Banaz,Banaz (Uşak),2020,8,37
Uşak,Merkez,Merkez (Uşak),2020,8,653
Van,Edremit,Edremit (Van),2020,8,63
Van,Erciş,Erciş (Van),2020,8,67
Van,İpekyolu,İpekyolu (Van),2020,8,603
Van,Tuşba,Tuşba (Van),2020,8,71
Yalova,Altınova,Altınova (Yalova),2020,8,109
Yalova,Armutlu,Armutlu (Yalova),2020,8,317
Yalova,Çiftlikköy,Çiftlikköy (Yalova),2020,8,284
Yalova,Çınarcık,Çınarcık (Yalova),2020,8,469
Yalova,Merkez,Merkez (Yalova),2020,8,264
Yalova,Termal,Termal (Yalova),2020,8,42
Yozgat,Akdağmadeni,Akdağmadeni (Yozgat),2020,8,51
Yozgat,Boğazlıyan,Boğazlıyan (Yozgat),2020,8,55
Yozgat,Merkez,Merkez (Yozgat),2020,8,238
Yozgat,Sarıkaya,Sarıkaya (Yozgat),2020,8,54
Yozgat,Sorgun,Sorgun (Yozgat),2020,8,161
Yozgat,Yerköy,Yerköy (Yozgat),2020,8,60
Zonguldak,Alaplı,Alaplı (Zonguldak),2020,8,43
Zonguldak,Çaycuma,Çaycuma (Zonguldak),2020,8,92
Zonguldak,Devrek,Devrek (Zonguldak),2020,8,79
Zonguldak,Ereğli,Ereğli (Zonguldak),2020,8,255
Zonguldak,Kozlu,Kozlu (Zonguldak),2020,8,127
Zonguldak,Merkez,Merkez (Zonguldak),2020,8,197
Adana,Ceyhan,Ceyhan (Adana),2020,9,128
Adana,Çukurova,Çukurova (Adana),2020,9,657
Adana,Karataş,Karataş (Adana),2020,9,43
Adana,Kozan,Kozan (Adana),2020,9,116
Adana,Pozantı,Pozantı (Adana),2020,9,43
Adana,Sarıçam,Sarıçam (Adana),2020,9,562
Adana,Seyhan,Seyhan (Adana),2020,9,780
Adana,Yumurtalık,Yumurtalık (Adana),2020,9,32
Adana,Yüreğir,Yüreğir (Adana),2020,9,191
Adıyaman,Besni,Besni (Adıyaman),2020,9,147
Adıyaman,Gölbaşı,Gölbaşı (Adıyaman),2020,9,76
Adıyaman,Kahta,Kahta (Adıyaman),2020,9,61
Adıyaman,Merkez,Merkez (Adıyaman),2020,9,427
Afyonkarahisar,Bolvadin,Bolvadin (Afyonkarahisar),2020,9,30
Afyonkarahisar,Dinar,Dinar (Afyonkarahisar),2020,9,62
Afyonkarahisar,Emirdağ,Emirdağ (Afyonkarahisar),2020,9,50
Afyonkarahisar,İhsaniye,İhsaniye (Afyonkarahisar),2020,9,184
Afyonkarahisar,Merkez,Merkez (Afyonkarahisar),2020,9,488
Afyonkarahisar,Sandıklı,Sandıklı (Afyonkarahisar),2020,9,71
Ağrı,Doğubayazıt,Doğubayazıt (Ağrı),2020,9,106
Ağrı,Merkez,Merkez (Ağrı),2020,9,198
Ağrı,Patnos,Patnos (Ağrı),2020,9,26
Aksaray,Merkez,Merkez (Aksaray),2020,9,639
Aksaray,Ortaköy,Ortaköy (Aksaray),2020,9,29
Amasya,Gümüşhacıköy,Gümüşhacıköy (Amasya),2020,9,30
Amasya,Merkez,Merkez (Amasya),2020,9,221
Amasya,Merzifon,Merzifon (Amasya),2020,9,169
Amasya,Suluova,Suluova (Amasya),2020,9,43
Ankara,Akyurt,Akyurt (Ankara),2020,9,106
Ankara,Altındağ,Altındağ (Ankara),2020,9,1090
Ankara,Ayaş,Ayaş (Ankara),2020,9,26
Ankara,Beypazarı,Beypazarı (Ankara),2020,9,96
Ankara,Çankaya,Çankaya (Ankara),2020,9,2537
Ankara,Çubuk,Çubuk (Ankara),2020,9,139
Ankara,Elmadağ,Elmadağ (Ankara),2020,9,69
Ankara,Etimesgut,Etimesgut (Ankara),2020,9,1268
Ankara,Gölbaşı,Gölbaşı (Ankara),2020,9,291
Ankara,Haymana,Haymana (Ankara),2020,9,22
Ankara,Kahramankazan,Kahramankazan (Ankara),2020,9,129
Ankara,Keçiören,Keçiören (Ankara),2020,9,1965
Ankara,Kızılcahamam,Kızılcahamam (Ankara),2020,9,117
Ankara,Mamak,Mamak (Ankara),2020,9,1470
Ankara,Nallıhan,Nallıhan (Ankara),2020,9,28
Ankara,Polatlı,Polatlı (Ankara),2020,9,306
Ankara,Pursaklar,Pursaklar (Ankara),2020,9,371
Ankara,Şereflikoçhisar,Şereflikoçhisar (Ankara),2020,9,66
Ankara,Sincan,Sincan (Ankara),2020,9,1175
Ankara,Yenimahalle,Yenimahalle (Ankara),2020,9,1388
Antalya,Aksu,Aksu (Antalya),2020,9,68
Antalya,Alanya,Alanya (Antalya),2020,9,1394
Antalya,Döşemealtı,Döşemealtı (Antalya),2020,9,158
Antalya,Elmalı,Elmalı (Antalya),2020,9,34
Antalya,Finike,Finike (Antalya),2020,9,48
Antalya,Gazipaşa,Gazipaşa (Antalya),2020,9,41
Antalya,Kaş,Kaş (Antalya),2020,9,53
Antalya,Kemer,Kemer (Antalya),2020,9,59
Antalya,Kepez,Kepez (Antalya),2020,9,1444
Antalya,Konyaaltı,Konyaaltı (Antalya),2020,9,487
Antalya,Korkuteli,Korkuteli (Antalya),2020,9,146
Antalya,Kumluca,Kumluca (Antalya),2020,9,81
Antalya,Manavgat,Manavgat (Antalya),2020,9,304
Antalya,Muratpaşa,Muratpaşa (Antalya),2020,9,1114
Antalya,Serik,Serik (Antalya),2020,9,353
Artvin,Arhavi,Arhavi (Artvin),2020,9,43
Artvin,Borçka,Borçka (Artvin),2020,9,21
Artvin,Hopa,Hopa (Artvin),2020,9,38
Artvin,Merkez,Merkez (Artvin),2020,9,23
Aydın,Çine,Çine (Aydın),2020,9,23
Aydın,Didim,Didim (Aydın),2020,9,763
Aydın,Efeler,Efeler (Aydın),2020,9,582
Aydın,Germencik,Germencik (Aydın),2020,9,43
Aydın,İncirliova,İncirliova (Aydın),2020,9,88
Aydın,Köşk,Köşk (Aydın),2020,9,22
Aydın,Kuşadası,Kuşadası (Aydın),2020,9,949
Aydın,Nazilli,Nazilli (Aydın),2020,9,350
Aydın,Söke,Söke (Aydın),2020,9,173
Balıkesir,Altıeylül,Altıeylül (Balıkesir),2020,9,348
Balıkesir,Ayvalık,Ayvalık (Balıkesir),2020,9,401
Balıkesir,Bandırma,Bandırma (Balıkesir),2020,9,399
Balıkesir,Burhaniye,Burhaniye (Balıkesir),2020,9,212
Balıkesir,Edremit,Edremit (Balıkesir),2020,9,1039
Balıkesir,Erdek,Erdek (Balıkesir),2020,9,108
Balıkesir,Gömeç,Gömeç (Balıkesir),2020,9,78
Balıkesir,Gönen,Gönen (Balıkesir),2020,9,111
Balıkesir,Havran,Havran (Balıkesir),2020,9,25
Balıkesir,Karesi,Karesi (Balıkesir),2020,9,293
Balıkesir,Marmara,Marmara (Balıkesir),2020,9,83
Balıkesir,Sındırgı,Sındırgı (Balıkesir),2020,9,155
Balıkesir,Susurluk,Susurluk (Balıkesir),2020,9,44
Bartın,Merkez,Merkez (Bartın),2020,9,190
Batman,Kozluk,Kozluk (Batman),2020,9,30
Batman,Merkez,Merkez (Batman),2020,9,499
Bayburt,Merkez,Merkez (Bayburt),2020,9,62
Bilecik,Bozüyük,Bozüyük (Bilecik),2020,9,110
Bilecik,Merkez,Merkez (Bilecik),2020,9,118
Bilecik,Osmaneli,Osmaneli (Bilecik),2020,9,27
Bilecik,Söğüt,Söğüt (Bilecik),2020,9,30
Bingöl,Genç,Genç (Bingöl),2020,9,47
Bingöl,Merkez,Merkez (Bingöl),2020,9,189
Bingöl,Solhan,Solhan (Bingöl),2020,9,30
Bitlis,Ahlat,Ahlat (Bitlis),2020,9,64
Bitlis,Güroymak,Güroymak (Bitlis),2020,9,32
Bitlis,Merkez,Merkez (Bitlis),2020,9,92
Bitlis,Tatvan,Tatvan (Bitlis),2020,9,31
Bolu,Gerede,Gerede (Bolu),2020,9,23
Bolu,Merkez,Merkez (Bolu),2020,9,507
Bolu,Mudurnu,Mudurnu (Bolu),2020,9,34
Burdur,Bucak,Bucak (Burdur),2020,9,50
Burdur,Gölhisar,Gölhisar (Burdur),2020,9,41
Burdur,Merkez,Merkez (Burdur),2020,9,239
Bursa,Gemlik,Gemlik (Bursa),2020,9,408
Bursa,Gürsu,Gürsu (Bursa),2020,9,123
Bursa,İnegöl,İnegöl (Bursa),2020,9,477
Bursa,İznik,İznik (Bursa),2020,9,50
Bursa,Karacabey,Karacabey (Bursa),2020,9,151
Bursa,Kestel,Kestel (Bursa),2020,9,143
Bursa,Mudanya,Mudanya (Bursa),2020,9,404
Bursa,Mustafakemalpaşa,Mustafakemalpaşa (Bursa),2020,9,141
Bursa,Nilüfer,Nilüfer (Bursa),2020,9,1555
Bursa,Orhangazi,Orhangazi (Bursa),2020,9,126
Bursa,Osmangazi,Osmangazi (Bursa),2020,9,882
Bursa,Yenişehir,Yenişehir (Bursa),2020,9,49
Bursa,Yıldırım,Yıldırım (Bursa),2020,9,487
Çanakkale,Ayvacık,Ayvacık (Çanakkale),2020,9,107
Çanakkale,Biga,Biga (Çanakkale),2020,9,130
Çanakkale,Çan,Çan (Çanakkale),2020,9,49
Çanakkale,Ezine,Ezine (Çanakkale),2020,9,28
Çanakkale,Gelibolu,Gelibolu (Çanakkale),2020,9,176
Çanakkale,Gökçeada,Gökçeada (Çanakkale),2020,9,56
Çanakkale,Lapseki,Lapseki (Çanakkale),2020,9,94
Çanakkale,Merkez,Merkez (Çanakkale),2020,9,473
Çankırı,Çerkeş,Çerkeş (Çankırı),2020,9,21
Çankırı,Merkez,Merkez (Çankırı),2020,9,149
Çorum,Alaca,Alaca (Çorum),2020,9,39
Çorum,İskilip,İskilip (Çorum),2020,9,21
Çorum,Merkez,Merkez (Çorum),2020,9,669
Çorum,Osmancık,Osmancık (Çorum),2020,9,45
Çorum,Sungurlu,Sungurlu (Çorum),2020,9,31
Denizli,Acıpayam,Acıpayam (Denizli),2020,9,57
Denizli,Buldan,Buldan (Denizli),2020,9,40
Denizli,Honaz,Honaz (Denizli),2020,9,20
Denizli,Merkezefendi,Merkezefendi (Denizli),2020,9,777
Denizli,Pamukkale,Pamukkale (Denizli),2020,9,708
Denizli,Sarayköy,Sarayköy (Denizli),2020,9,43
Denizli,Tavas,Tavas (Denizli),2020,9,30
Diyarbakır,Bağlar,Bağlar (Diyarbakır),2020,9,250
Diyarbakır,Bismil,Bismil (Diyarbakır),2020,9,48
Diyarbakır,Ergani,Ergani (Diyarbakır),2020,9,156
Diyarbakır,Kayapınar,Kayapınar (Diyarbakır),2020,9,811
Diyarbakır,Silvan,Silvan (Diyarbakır),2020,9,48
Diyarbakır,Yenişehir,Yenişehir (Diyarbakır),2020,9,352
Düzce,Akçakoca,Akçakoca (Düzce),2020,9,94
Düzce,Cumayeri,Cumayeri (Düzce),2020,9,38
Düzce,Gümüşova,Gümüşova (Düzce),2020,9,22
Düzce,Kaynaşlı,Kaynaşlı (Düzce),2020,9,25
Düzce,Merkez,Merkez (Düzce),2020,9,571
Edirne,Enez,Enez (Edirne),2020,9,87
Edirne,Keşan,Keşan (Edirne),2020,9,223
Edirne,Merkez,Merkez (Edirne),2020,9,364
Edirne,Uzunköprü,Uzunköprü (Edirne),2020,9,91
Elazığ,Kovancılar,Kovancılar (Elazığ),2020,9,51
Elazığ,Merkez,Merkez (Elazığ),2020,9,836
Erzincan,Merkez,Merkez (Erzincan),2020,9,288
Erzurum,Aziziye,Aziziye (Erzurum),2020,9,140
Erzurum,Horasan,Horasan (Erzurum),2020,9,40
Erzurum,Palandöken,Palandöken (Erzurum),2020,9,327
Erzurum,Yakutiye,Yakutiye (Erzurum),2020,9,419
Eskişehir,Odunpazarı,Odunpazarı (Eskişehir),2020,9,891
Eskişehir,Sivrihisar,Sivrihisar (Eskişehir),2020,9,27
Eskişehir,Tepebaşı,Tepebaşı (Eskişehir),2020,9,913
Gaziantep,Araban,Araban (Gaziantep),2020,9,59
Gaziantep,İslahiye,İslahiye (Gaziantep),2020,9,89
Gaziantep,Nizip,Nizip (Gaziantep),2020,9,255
Gaziantep,Nurdağı,Nurdağı (Gaziantep),2020,9,44
Gaziantep,Oğuzeli,Oğuzeli (Gaziantep),2020,9,87
Gaziantep,Şahinbey,Şahinbey (Gaziantep),2020,9,1400
Gaziantep,Şehitkamil,Şehitkamil (Gaziantep),2020,9,1425
Giresun,Bulancak,Bulancak (Giresun),2020,9,116
Giresun,Espiye,Espiye (Giresun),2020,9,57
Giresun,Görele,Görele (Giresun),2020,9,72
Giresun,Keşap,Keşap (Giresun),2020,9,32
Giresun,Merkez,Merkez (Giresun),2020,9,305
Giresun,Piraziz,Piraziz (Giresun),2020,9,25
Giresun,Tirebolu,Tirebolu (Giresun),2020,9,108
Gümüşhane,Kelkit,Kelkit (Gümüşhane),2020,9,45
Gümüşhane,Merkez,Merkez (Gümüşhane),2020,9,42
Gümüşhane,Şiran,Şiran (Gümüşhane),2020,9,31
Hatay,Antakya,Antakya (Hatay),2020,9,551
Hatay,Arsuz,Arsuz (Hatay),2020,9,217
Hatay,Belen,Belen (Hatay),2020,9,70
Hatay,Defne,Defne (Hatay),2020,9,393
Hatay,Dörtyol,Dörtyol (Hatay),2020,9,160
Hatay,Hassa,Hassa (Hatay),2020,9,40
Hatay,İskenderun,İskenderun (Hatay),2020,9,421
Hatay,Kırıkhan,Kırıkhan (Hatay),2020,9,154
Hatay,Payas,Payas (Hatay),2020,9,51
Hatay,Reyhanlı,Reyhanlı (Hatay),2020,9,196
Hatay,Samandağ,Samandağ (Hatay),2020,9,73
Iğdır,Merkez,Merkez (Iğdır),2020,9,200
Isparta,Eğirdir,Eğirdir (Isparta),2020,9,33
Isparta,Merkez,Merkez (Isparta),2020,9,537
Isparta,Yalvaç,Yalvaç (Isparta),2020,9,61
İstanbul,Adalar,Adalar (İstanbul),2020,9,38
İstanbul,Arnavutköy,Arnavutköy (İstanbul),2020,9,586
İstanbul,Ataşehir,Ataşehir (İstanbul),2020,9,703
İstanbul,Avcılar,Avcılar (İstanbul),2020,9,629
İstanbul,Bağcılar,Bağcılar (İstanbul),2020,9,476
İstanbul,Bahçelievler,Bahçelievler (İstanbul),2020,9,799
İstanbul,Bakırköy,Bakırköy (İstanbul),2020,9,387
İstanbul,Başakşehir,Başakşehir (İstanbul),2020,9,986
İstanbul,Bayrampaşa,Bayrampaşa (İstanbul),2020,9,302
İstanbul,Beşiktaş,Beşiktaş (İstanbul),2020,9,211
İstanbul,Beykoz,Beykoz (İstanbul),2020,9,45
İstanbul,Beylikdüzü,Beylikdüzü (İstanbul),2020,9,1343
İstanbul,Beyoğlu,Beyoğlu (İstanbul),2020,9,234
İstanbul,Büyükçekmece,Büyükçekmece (İstanbul),2020,9,801
İstanbul,Çatalca,Çatalca (İstanbul),2020,9,282
İstanbul,Çekmeköy,Çekmeköy (İstanbul),2020,9,776
İstanbul,Esenler,Esenler (İstanbul),2020,9,213
İstanbul,Esenyurt,Esenyurt (İstanbul),2020,9,3956
İstanbul,Eyüpsultan,Eyüpsultan (İstanbul),2020,9,510
İstanbul,Fatih,Fatih (İstanbul),2020,9,418
İstanbul,Gaziosmanpaşa,Gaziosmanpaşa (İstanbul),2020,9,622
İstanbul,Güngören,Güngören (İstanbul),2020,9,260
İstanbul,Kadıköy,Kadıköy (İstanbul),2020,9,1053
İstanbul,Kağıthane,Kağıthane (İstanbul),2020,9,497
İstanbul,Kartal,Kartal (İstanbul),2020,9,868
İstanbul,Küçükçekmece,Küçükçekmece (İstanbul),2020,9,622
İstanbul,Maltepe,Maltepe (İstanbul),2020,9,721
İstanbul,Pendik,Pendik (İstanbul),2020,9,1204
İstanbul,Sancaktepe,Sancaktepe (İstanbul),2020,9,1021
İstanbul,Sarıyer,Sarıyer (İstanbul),2020,9,303
İstanbul,Şile,Şile (İstanbul),2020,9,123
İstanbul,Silivri,Silivri (İstanbul),2020,9,578
İstanbul,Şişli,Şişli (İstanbul),2020,9,350
İstanbul,Sultanbeyli,Sultanbeyli (İstanbul),2020,9,332
İstanbul,Sultangazi,Sultangazi (İstanbul),2020,9,676
İstanbul,Tuzla,Tuzla (İstanbul),2020,9,540
İstanbul,Ümraniye,Ümraniye (İstanbul),2020,9,1011
İstanbul,Üsküdar,Üsküdar (İstanbul),2020,9,515
İstanbul,Zeytinburnu,Zeytinburnu (İstanbul),2020,9,408
İzmir,Aliağa,Aliağa (İzmir),2020,9,195
İzmir,Balçova,Balçova (İzmir),2020,9,133
İzmir,Bayındır,Bayındır (İzmir),2020,9,23
İzmir,Bayraklı,Bayraklı (İzmir),2020,9,352
İzmir,Bergama,Bergama (İzmir),2020,9,162
İzmir,Bornova,Bornova (İzmir),2020,9,461
İzmir,Buca,Buca (İzmir),2020,9,971
İzmir,Çeşme,Çeşme (İzmir),2020,9,238
İzmir,Çiğli,Çiğli (İzmir),2020,9,583
İzmir,Dikili,Dikili (İzmir),2020,9,247
İzmir,Foça,Foça (İzmir),2020,9,141
İzmir,Gaziemir,Gaziemir (İzmir),2020,9,149
İzmir,Güzelbahçe,Güzelbahçe (İzmir),2020,9,91
İzmir,Karabağlar,Karabağlar (İzmir),2020,9,572
İzmir,Karaburun,Karaburun (İzmir),2020,9,86
İzmir,Karşıyaka,Karşıyaka (İzmir),2020,9,911
İzmir,Kemalpaşa,Kemalpaşa (İzmir),2020,9,174
İzmir,Konak,Konak (İzmir),2020,9,453
İzmir,Menderes,Menderes (İzmir),2020,9,209
İzmir,Menemen,Menemen (İzmir),2020,9,496
İzmir,Narlıdere,Narlıdere (İzmir),2020,9,95
İzmir,Ödemiş,Ödemiş (İzmir),2020,9,153
İzmir,Seferihisar,Seferihisar (İzmir),2020,9,289
İzmir,Selçuk,Selçuk (İzmir),2020,9,75
İzmir,Tire,Tire (İzmir),2020,9,169
İzmir,Torbalı,Torbalı (İzmir),2020,9,549
İzmir,Urla,Urla (İzmir),2020,9,139
Kahramanmaraş,Afşin,Afşin (Kahramanmaraş),2020,9,94
Kahramanmaraş,Dulkadiroğlu,Dulkadiroğlu (Kahramanmaraş),2020,9,216
Kahramanmaraş,Elbistan,Elbistan (Kahramanmaraş),2020,9,179
Kahramanmaraş,Göksun,Göksun (Kahramanmaraş),2020,9,50
Kahramanmaraş,Onikişubat,Onikişubat (Kahramanmaraş),2020,9,657
Kahramanmaraş,Pazarcık,Pazarcık (Kahramanmaraş),2020,9,66
Kahramanmaraş,Türkoğlu,Türkoğlu (Kahramanmaraş),2020,9,67
Karabük,Merkez,Merkez (Karabük),2020,9,292
Karabük,Safranbolu,Safranbolu (Karabük),2020,9,85
Karaman,Ermenek,Ermenek (Karaman),2020,9,26
Karaman,Merkez,Merkez (Karaman),2020,9,243
Kars,Kağızman,Kağızman (Kars),2020,9,28
Kars,Merkez,Merkez (Kars),2020,9,280
Kastamonu,Abana,Abana (Kastamonu),2020,9,20
Kastamonu,Araç,Araç (Kastamonu),2020,9,24
Kastamonu,Bozkurt,Bozkurt (Kastamonu),2020,9,34
Kastamonu,Cide,Cide (Kastamonu),2020,9,70
Kastamonu,Devrekani,Devrekani (Kastamonu),2020,9,20
Kastamonu,İnebolu,İnebolu (Kastamonu),2020,9,37
Kastamonu,Merkez,Merkez (Kastamonu),2020,9,285
Kastamonu,Taşköprü,Taşköprü (Kastamonu),2020,9,43
Kastamonu,Tosya,Tosya (Kastamonu),2020,9,46
Kayseri,Develi,Develi (Kayseri),2020,9,146
Kayseri,Hacılar,Hacılar (Kayseri),2020,9,21
Kayseri,İncesu,İncesu (Kayseri),2020,9,25
Kayseri,Kocasinan,Kocasinan (Kayseri),2020,9,800
Kayseri,Melikgazi,Melikgazi (Kayseri),2020,9,1143
Kayseri,Talas,Talas (Kayseri),2020,9,338
Kilis,Merkez,Merkez (Kilis),2020,9,262
Kırıkkale,Merkez,Merkez (Kırıkkale),2020,9,342
Kırıkkale,Yahşihan,Yahşihan (Kırıkkale),2020,9,184
Kırklareli,Babaeski,Babaeski (Kırklareli),2020,9,56
Kırklareli,Demirköy,Demirköy (Kırklareli),2020,9,28
Kırklareli,Lüleburgaz,Lüleburgaz (Kırklareli),2020,9,238
Kırklareli,Merkez,Merkez (Kırklareli),2020,9,344
Kırklareli,Vize,Vize (Kırklareli),2020,9,30
Kırşehir,Kaman,Kaman (Kırşehir),2020,9,50
Kırşehir,Merkez,Merkez (Kırşehir),2020,9,318
Kırşehir,Mucur,Mucur (Kırşehir),2020,9,76
Kocaeli,Başiskele,Başiskele (Kocaeli),2020,9,487
Kocaeli,Çayırova,Çayırova (Kocaeli),2020,9,102
Kocaeli,Darıca,Darıca (Kocaeli),2020,9,334
Kocaeli,Derince,Derince (Kocaeli),2020,9,254
Kocaeli,Gebze,Gebze (Kocaeli),2020,9,691
Kocaeli,Gölcük,Gölcük (Kocaeli),2020,9,331
Kocaeli,İzmit,İzmit (Kocaeli),2020,9,563
Kocaeli,Kandıra,Kandıra (Kocaeli),2020,9,75
Kocaeli,Karamürsel,Karamürsel (Kocaeli),2020,9,138
Kocaeli,Kartepe,Kartepe (Kocaeli),2020,9,281
Kocaeli,Körfez,Körfez (Kocaeli),2020,9,258
Konya,Akşehir,Akşehir (Konya),2020,9,146
Konya,Beyşehir,Beyşehir (Konya),2020,9,136
Konya,Bozkır,Bozkır (Konya),2020,9,25
Konya,Cihanbeyli,Cihanbeyli (Konya),2020,9,52
Konya,Ereğli,Ereğli (Konya),2020,9,266
Konya,Ilgın,Ilgın (Konya),2020,9,42
Konya,Karapınar,Karapınar (Konya),2020,9,29
Konya,Karatay,Karatay (Konya),2020,9,755
Konya,Kulu,Kulu (Konya),2020,9,59
Konya,Meram,Meram (Konya),2020,9,328
Konya,Selçuklu,Selçuklu (Konya),2020,9,1266
Konya,Seydişehir,Seydişehir (Konya),2020,9,91
Kütahya,Gediz,Gediz (Kütahya),2020,9,63
Kütahya,Merkez,Merkez (Kütahya),2020,9,564
Kütahya,Simav,Simav (Kütahya),2020,9,40
Kütahya,Tavşanlı,Tavşanlı (Kütahya),2020,9,81
Malatya,Battalgazi,Battalgazi (Malatya),2020,9,450
Malatya,Doğanşehir,Doğanşehir (Malatya),2020,9,21
Malatya,Yeşilyurt,Yeşilyurt (Malatya),2020,9,623
Manisa,Akhisar,Akhisar (Manisa),2020,9,291
Manisa,Alaşehir,Alaşehir (Manisa),2020,9,88
Manisa,Demirci,Demirci (Manisa),2020,9,26
Manisa,Gördes,Gördes (Manisa),2020,9,25
Manisa,Kula,Kula (Manisa),2020,9,27
Manisa,Salihli,Salihli (Manisa),2020,9,347
Manisa,Saruhanlı,Saruhanlı (Manisa),2020,9,76
Manisa,Şehzadeler,Şehzadeler (Manisa),2020,9,284
Manisa,Selendi,Selendi (Manisa),2020,9,32
Manisa,Soma,Soma (Manisa),2020,9,141
Manisa,Turgutlu,Turgutlu (Manisa),2020,9,407
Manisa,Yunusemre,Yunusemre (Manisa),2020,9,592
Mardin,Artuklu,Artuklu (Mardin),2020,9,320
Mardin,Kızıltepe,Kızıltepe (Mardin),2020,9,314
Mardin,Midyat,Midyat (Mardin),2020,9,180
Mardin,Nusaybin,Nusaybin (Mardin),2020,9,45
Mersin,Akdeniz,Akdeniz (Mersin),2020,9,309
Mersin,Anamur,Anamur (Mersin),2020,9,103
Mersin,Bozyazı,Bozyazı (Mersin),2020,9,29
Mersin,Erdemli,Erdemli (Mersin),2020,9,560
Mersin,Gülnar,Gülnar (Mersin),2020,9,30
Mersin,Mezitli,Mezitli (Mersin),2020,9,747
Mersin,Mut,Mut (Mersin),2020,9,53
Mersin,Silifke,Silifke (Mersin),2020,9,304
Mersin,Tarsus,Tarsus (Mersin),2020,9,297
Mersin,Toroslar,Toroslar (Mersin),2020,9,433
Mersin,Yenişehir,Yenişehir (Mersin),2020,9,857
Muğla,Bodrum,Bodrum (Muğla),2020,9,693
Muğla,Dalaman,Dalaman (Muğla),2020,9,167
Muğla,Datça,Datça (Muğla),2020,9,137
Muğla,Fethiye,Fethiye (Muğla),2020,9,322
Muğla,Köyceğiz,Köyceğiz (Muğla),2020,9,35
Muğla,Marmaris,Marmaris (Muğla),2020,9,105
Muğla,Menteşe,Menteşe (Muğla),2020,9,210
Muğla,Milas,Milas (Muğla),2020,9,330
Muğla,Ortaca,Ortaca (Muğla),2020,9,77
Muğla,Ula,Ula (Muğla),2020,9,42
Muğla,Yatağan,Yatağan (Muğla),2020,9,35
Muş,Merkez,Merkez (Muş),2020,9,163
Nevşehir,Merkez,Merkez (Nevşehir),2020,9,220
Nevşehir,Ürgüp,Ürgüp (Nevşehir),2020,9,92
Niğde,Bor,Bor (Niğde),2020,9,88
Niğde,Merkez,Merkez (Niğde),2020,9,455
Niğde,Ulukışla,Ulukışla (Niğde),2020,9,49
Ordu,Altınordu,Altınordu (Ordu),2020,9,432
Ordu,Fatsa,Fatsa (Ordu),2020,9,248
Ordu,Ünye,Ünye (Ordu),2020,9,193
Osmaniye,Bahçe,Bahçe (Osmaniye),2020,9,25
Osmaniye,Düziçi,Düziçi (Osmaniye),2020,9,71
Osmaniye,Kadirli,Kadirli (Osmaniye),2020,9,109
Osmaniye,Merkez,Merkez (Osmaniye),2020,9,332
Rize,Ardeşen,Ardeşen (Rize),2020,9,47
Rize,Çayeli,Çayeli (Rize),2020,9,77
Rize,Fındıklı,Fındıklı (Rize),2020,9,50
