il,ilce,ilce-il,yil,ay,satis
Adana,Ceyhan,Ceyhan (Adana),2015,1,120
Adana,Çukurova,Çukurova (Adana),2015,1,546
Adana,Karataş,Karataş (Adana),2015,1,26
Adana,Kozan,Kozan (Adana),2015,1,74
Adana,Sarıçam,Sarıçam (Adana),2015,1,20
Adana,Seyhan,Seyhan (Adana),2015,1,646
Adana,Yüreğir,Yüreğir (Adana),2015,1,83
Adıyaman,Besni,Besni (Adıyaman),2015,1,35
Adıyaman,Gölbaşı,Gölbaşı (Adıyaman),2015,1,32
Adıyaman,Merkez,Merkez (Adıyaman),2015,1,225
Afyonkarahisar,İhsaniye,İhsaniye (Afyonkarahisar),2015,1,162
Afyonkarahisar,Merkez,Merkez (Afyonkarahisar),2015,1,240
Afyonkarahisar,Sandıklı,Sandıklı (Afyonkarahisar),2015,1,28
Ağrı,Doğubayazıt,Doğubayazıt (Ağrı),2015,1,41
Ağrı,Merkez,Merkez (Ağrı),2015,1,45
Aksaray,Merkez,Merkez (Aksaray),2015,1,333
Aksaray,Ortaköy,Ortaköy (Aksaray),2015,1,22
Amasya,Merkez,Merkez (Amasya),2015,1,174
Amasya,Merzifon,Merzifon (Amasya),2015,1,62
Amasya,Taşova,Taşova (Amasya),2015,1,28
Ankara,Akyurt,Akyurt (Ankara),2015,1,70
Ankara,Altındağ,Altındağ (Ankara),2015,1,729
Ankara,Beypazarı,Beypazarı (Ankara),2015,1,28
Ankara,Çankaya,Çankaya (Ankara),2015,1,1255
Ankara,Çubuk,Çubuk (Ankara),2015,1,144
Ankara,Elmadağ,Elmadağ (Ankara),2015,1,40
Ankara,Etimesgut,Etimesgut (Ankara),2015,1,1151
Ankara,Gölbaşı,Gölbaşı (Ankara),2015,1,170
Ankara,Güdül,Güdül (Ankara),2015,1,85
Ankara,Haymana,Haymana (Ankara),2015,1,24
Ankara,Kazan,Kazan (Ankara),2015,1,89
Ankara,Keçiören,Keçiören (Ankara),2015,1,1805
Ankara,Kızılcahamam,Kızılcahamam (Ankara),2015,1,47
Ankara,Mamak,Mamak (Ankara),2015,1,1461
Ankara,Polatlı,Polatlı (Ankara),2015,1,186
Ankara,Pursaklar,Pursaklar (Ankara),2015,1,239
Ankara,Şereflikoçhisar,Şereflikoçhisar (Ankara),2015,1,48
Ankara,Sincan,Sincan (Ankara),2015,1,915
Ankara,Yenimahalle,Yenimahalle (Ankara),2015,1,1064
Antalya,Akseki,Akseki (Antalya),2015,1,26
Antalya,Aksu,Aksu (Antalya),2015,1,67
Antalya,Alanya,Alanya (Antalya),2015,1,877
Antalya,Döşemealtı,Döşemealtı (Antalya),2015,1,77
Antalya,Elmalı,Elmalı (Antalya),2015,1,27
Antalya,Finike,Finike (Antalya),2015,1,42
Antalya,Gazipaşa,Gazipaşa (Antalya),2015,1,31
Antalya,Kaş,Kaş (Antalya),2015,1,26
Antalya,Kemer,Kemer (Antalya),2015,1,43
Antalya,Kepez,Kepez (Antalya),2015,1,1361
Antalya,Konyaaltı,Konyaaltı (Antalya),2015,1,521
Antalya,Korkuteli,Korkuteli (Antalya),2015,1,96
Antalya,Kumluca,Kumluca (Antalya),2015,1,48
Antalya,Manavgat,Manavgat (Antalya),2015,1,270
Antalya,Muratpaşa,Muratpaşa (Antalya),2015,1,1057
Antalya,Serik,Serik (Antalya),2015,1,109
Artvin,Arhavi,Arhavi (Artvin),2015,1,21
Artvin,Hopa,Hopa (Artvin),2015,1,22
Artvin,Merkez,Merkez (Artvin),2015,1,51
Aydın,Çine,Çine (Aydın),2015,1,21
Aydın,Didim,Didim (Aydın),2015,1,504
Aydın,Efeler,Efeler (Aydın),2015,1,384
Aydın,İncirliova,İncirliova (Aydın),2015,1,54
Aydın,Kuşadası,Kuşadası (Aydın),2015,1,486
Aydın,Nazilli,Nazilli (Aydın),2015,1,208
Aydın,Söke,Söke (Aydın),2015,1,134
Balıkesir,Altıeylül,Altıeylül (Balıkesir),2015,1,178
Balıkesir,Ayvalık,Ayvalık (Balıkesir),2015,1,197
Balıkesir,Bandırma,Bandırma (Balıkesir),2015,1,209
Balıkesir,Bigadiç,Bigadiç (Balıkesir),2015,1,27
Balıkesir,Burhaniye,Burhaniye (Balıkesir),2015,1,110
Balıkesir,Edremit,Edremit (Balıkesir),2015,1,410
Balıkesir,Erdek,Erdek (Balıkesir),2015,1,66
Balıkesir,Gömeç,Gömeç (Balıkesir),2015,1,23
Balıkesir,Gönen,Gönen (Balıkesir),2015,1,66
Balıkesir,Karesi,Karesi (Balıkesir),2015,1,204
Balıkesir,Manyas,Manyas (Balıkesir),2015,1,25
Balıkesir,Marmara,Marmara (Balıkesir),2015,1,24
Balıkesir,Susurluk,Susurluk (Balıkesir),2015,1,23
Bartın,Merkez,Merkez (Bartın),2015,1,106
Batman,Merkez,Merkez (Batman),2015,1,241
Bayburt,Merkez,Merkez (Bayburt),2015,1,26
Bilecik,Bozüyük,Bozüyük (Bilecik),2015,1,65
Bilecik,Merkez,Merkez (Bilecik),2015,1,142
Bingöl,Merkez,Merkez (Bingöl),2015,1,62
Bitlis,Merkez,Merkez (Bitlis),2015,1,31
Bitlis,Tatvan,Tatvan (Bitlis),2015,1,25
Bolu,Gerede,Gerede (Bolu),2015,1,23
Bolu,Merkez,Merkez (Bolu),2015,1,272
Bolu,Mudurnu,Mudurnu (Bolu),2015,1,122
Burdur,Bucak,Bucak (Burdur),2015,1,20
Burdur,Merkez,Merkez (Burdur),2015,1,156
Bursa,Gemlik,Gemlik (Bursa),2015,1,203
Bursa,Gürsu,Gürsu (Bursa),2015,1,55
Bursa,İnegöl,İnegöl (Bursa),2015,1,254
Bursa,Karacabey,Karacabey (Bursa),2015,1,97
Bursa,Kestel,Kestel (Bursa),2015,1,94
Bursa,Mudanya,Mudanya (Bursa),2015,1,256
Bursa,Mustafakemalpaşa,Mustafakemalpaşa (Bursa),2015,1,82
Bursa,Nilüfer,Nilüfer (Bursa),2015,1,978
Bursa,Orhangazi,Orhangazi (Bursa),2015,1,89
Bursa,Osmangazi,Osmangazi (Bursa),2015,1,621
Bursa,Yenişehir,Yenişehir (Bursa),2015,1,69
Bursa,Yıldırım,Yıldırım (Bursa),2015,1,402
Çanakkale,Ayvacık,Ayvacık (Çanakkale),2015,1,42
Çanakkale,Biga,Biga (Çanakkale),2015,1,82
Çanakkale,Çan,Çan (Çanakkale),2015,1,34
Çanakkale,Ezine,Ezine (Çanakkale),2015,1,25
Çanakkale,Gelibolu,Gelibolu (Çanakkale),2015,1,76
Çanakkale,Gökçeada,Gökçeada (Çanakkale),2015,1,24
Çanakkale,Lapseki,Lapseki (Çanakkale),2015,1,34
Çanakkale,Merkez,Merkez (Çanakkale),2015,1,402
Çankırı,Merkez,Merkez (Çankırı),2015,1,139
Çorum,İskilip,İskilip (Çorum),2015,1,30
Çorum,Merkez,Merkez (Çorum),2015,1,514
Çorum,Sungurlu,Sungurlu (Çorum),2015,1,28
Denizli,Acıpayam,Acıpayam (Denizli),2015,1,31
Denizli,Merkezefendi,Merkezefendi (Denizli),2015,1,461
Denizli,Pamukkale,Pamukkale (Denizli),2015,1,429
Denizli,Sarayköy,Sarayköy (Denizli),2015,1,23
Diyarbakır,Bağlar,Bağlar (Diyarbakır),2015,1,197
Diyarbakır,Bismil,Bismil (Diyarbakır),2015,1,33
Diyarbakır,Ergani,Ergani (Diyarbakır),2015,1,65
Diyarbakır,Kayapınar,Kayapınar (Diyarbakır),2015,1,596
Diyarbakır,Silvan,Silvan (Diyarbakır),2015,1,23
Diyarbakır,Yenişehir,Yenişehir (Diyarbakır),2015,1,159
Düzce,Akçakoca,Akçakoca (Düzce),2015,1,46
Düzce,Merkez,Merkez (Düzce),2015,1,209
Edirne,Keşan,Keşan (Edirne),2015,1,104
Edirne,Merkez,Merkez (Edirne),2015,1,242
Edirne,Uzunköprü,Uzunköprü (Edirne),2015,1,50
Elazığ,Merkez,Merkez (Elazığ),2015,1,545
Erzincan,Merkez,Merkez (Erzincan),2015,1,110
Erzurum,Aziziye,Aziziye (Erzurum),2015,1,40
Erzurum,Palandöken,Palandöken (Erzurum),2015,1,172
Erzurum,Yakutiye,Yakutiye (Erzurum),2015,1,249
Eskişehir,Odunpazarı,Odunpazarı (Eskişehir),2015,1,662
Eskişehir,Tepebaşı,Tepebaşı (Eskişehir),2015,1,924
Gaziantep,İslahiye,İslahiye (Gaziantep),2015,1,21
Gaziantep,Nizip,Nizip (Gaziantep),2015,1,119
Gaziantep,Oğuzeli,Oğuzeli (Gaziantep),2015,1,22
Gaziantep,Şahinbey,Şahinbey (Gaziantep),2015,1,905
Gaziantep,Şehitkamil,Şehitkamil (Gaziantep),2015,1,603
Giresun,Bulancak,Bulancak (Giresun),2015,1,61
Giresun,Espiye,Espiye (Giresun),2015,1,28
Giresun,Görele,Görele (Giresun),2015,1,27
Giresun,Merkez,Merkez (Giresun),2015,1,175
Giresun,Tirebolu,Tirebolu (Giresun),2015,1,26
Gümüşhane,Kelkit,Kelkit (Gümüşhane),2015,1,23
Gümüşhane,Merkez,Merkez (Gümüşhane),2015,1,29
Hatay,Antakya,Antakya (Hatay),2015,1,243
Hatay,Arsuz,Arsuz (Hatay),2015,1,51
Hatay,Belen,Belen (Hatay),2015,1,80
Hatay,Defne,Defne (Hatay),2015,1,113
Hatay,Dörtyol,Dörtyol (Hatay),2015,1,111
Hatay,İskenderun,İskenderun (Hatay),2015,1,272
Hatay,Kırıkhan,Kırıkhan (Hatay),2015,1,81
Hatay,Payas,Payas (Hatay),2015,1,57
Hatay,Reyhanlı,Reyhanlı (Hatay),2015,1,46
Hatay,Samandağ,Samandağ (Hatay),2015,1,47
Iğdır,Merkez,Merkez (Iğdır),2015,1,76
Isparta,Merkez,Merkez (Isparta),2015,1,253
Isparta,Yalvaç,Yalvaç (Isparta),2015,1,20
İstanbul,Arnavutköy,Arnavutköy (İstanbul),2015,1,156
İstanbul,Ataşehir,Ataşehir (İstanbul),2015,1,434
İstanbul,Avcılar,Avcılar (İstanbul),2015,1,466
İstanbul,Bağcılar,Bağcılar (İstanbul),2015,1,308
İstanbul,Bahçelievler,Bahçelievler (İstanbul),2015,1,650
İstanbul,Bakırköy,Bakırköy (İstanbul),2015,1,230
İstanbul,Başakşehir,Başakşehir (İstanbul),2015,1,395
İstanbul,Bayrampaşa,Bayrampaşa (İstanbul),2015,1,297
İstanbul,Beşiktaş,Beşiktaş (İstanbul),2015,1,229
İstanbul,Beykoz,Beykoz (İstanbul),2015,1,34
İstanbul,Beylikdüzü,Beylikdüzü (İstanbul),2015,1,810
İstanbul,Beyoğlu,Beyoğlu (İstanbul),2015,1,180
İstanbul,Büyükçekmece,Büyükçekmece (İstanbul),2015,1,437
İstanbul,Çatalca,Çatalca (İstanbul),2015,1,62
İstanbul,Çekmeköy,Çekmeköy (İstanbul),2015,1,379
İstanbul,Esenler,Esenler (İstanbul),2015,1,238
İstanbul,Esenyurt,Esenyurt (İstanbul),2015,1,3408
İstanbul,Eyüp,Eyüp (İstanbul),2015,1,309
İstanbul,Fatih,Fatih (İstanbul),2015,1,340
İstanbul,Gaziosmanpaşa,Gaziosmanpaşa (İstanbul),2015,1,386
İstanbul,Güngören,Güngören (İstanbul),2015,1,225
İstanbul,Kadıköy,Kadıköy (İstanbul),2015,1,459
İstanbul,Kağıthane,Kağıthane (İstanbul),2015,1,398
İstanbul,Kartal,Kartal (İstanbul),2015,1,563
İstanbul,Küçükçekmece,Küçükçekmece (İstanbul),2015,1,581
İstanbul,Maltepe,Maltepe (İstanbul),2015,1,461
İstanbul,Pendik,Pendik (İstanbul),2015,1,760
İstanbul,Sancaktepe,Sancaktepe (İstanbul),2015,1,647
İstanbul,Sarıyer,Sarıyer (İstanbul),2015,1,196
İstanbul,Şile,Şile (İstanbul),2015,1,49
İstanbul,Silivri,Silivri (İstanbul),2015,1,241
İstanbul,Şişli,Şişli (İstanbul),2015,1,316
İstanbul,Sultanbeyli,Sultanbeyli (İstanbul),2015,1,74
İstanbul,Sultangazi,Sultangazi (İstanbul),2015,1,460
İstanbul,Tuzla,Tuzla (İstanbul),2015,1,255
İstanbul,Ümraniye,Ümraniye (İstanbul),2015,1,628
İstanbul,Üsküdar,Üsküdar (İstanbul),2015,1,321
İstanbul,Zeytinburnu,Zeytinburnu (İstanbul),2015,1,190
İzmir,Aliağa,Aliağa (İzmir),2015,1,150
İzmir,Balçova,Balçova (İzmir),2015,1,133
İzmir,Bayraklı,Bayraklı (İzmir),2015,1,321
İzmir,Bergama,Bergama (İzmir),2015,1,102
İzmir,Bornova,Bornova (İzmir),2015,1,235
İzmir,Buca,Buca (İzmir),2015,1,513
İzmir,Çeşme,Çeşme (İzmir),2015,1,73
İzmir,Çiğli,Çiğli (İzmir),2015,1,331
İzmir,Dikili,Dikili (İzmir),2015,1,129
İzmir,Foça,Foça (İzmir),2015,1,67
İzmir,Gaziemir,Gaziemir (İzmir),2015,1,119
İzmir,Güzelbahçe,Güzelbahçe (İzmir),2015,1,64
İzmir,Karabağlar,Karabağlar (İzmir),2015,1,459
İzmir,Karaburun,Karaburun (İzmir),2015,1,30
İzmir,Karşıyaka,Karşıyaka (İzmir),2015,1,859
İzmir,Kemalpaşa,Kemalpaşa (İzmir),2015,1,171
İzmir,Konak,Konak (İzmir),2015,1,368
İzmir,Menderes,Menderes (İzmir),2015,1,109
İzmir,Menemen,Menemen (İzmir),2015,1,278
İzmir,Narlıdere,Narlıdere (İzmir),2015,1,73
İzmir,Ödemiş,Ödemiş (İzmir),2015,1,152
İzmir,Seferihisar,Seferihisar (İzmir),2015,1,87
İzmir,Selçuk,Selçuk (İzmir),2015,1,43
İzmir,Tire,Tire (İzmir),2015,1,108
İzmir,Torbalı,Torbalı (İzmir),2015,1,399
İzmir,Urla,Urla (İzmir),2015,1,73
Kahramanmaraş,Afşin,Afşin (Kahramanmaraş),2015,1,45
Kahramanmaraş,Dulkadiroğlu,Dulkadiroğlu (Kahramanmaraş),2015,1,59
Kahramanmaraş,Elbistan,Elbistan (Kahramanmaraş),2015,1,125
Kahramanmaraş,Göksun,Göksun (Kahramanmaraş),2015,1,20
Kahramanmaraş,Onikişubat,Onikişubat (Kahramanmaraş),2015,1,459
Karabük,Merkez,Merkez (Karabük),2015,1,217
Karabük,Safranbolu,Safranbolu (Karabük),2015,1,69
Karaman,Merkez,Merkez (Karaman),2015,1,137
Kars,Merkez,Merkez (Kars),2015,1,115
Kastamonu,Cide,Cide (Kastamonu),2015,1,42
Kastamonu,Merkez,Merkez (Kastamonu),2015,1,198
Kastamonu,Taşköprü,Taşköprü (Kastamonu),2015,1,26
Kastamonu,Tosya,Tosya (Kastamonu),2015,1,52
Kayseri,Develi,Develi (Kayseri),2015,1,37
Kayseri,Kocasinan,Kocasinan (Kayseri),2015,1,595
Kayseri,Melikgazi,Melikgazi (Kayseri),2015,1,1019
Kayseri,Talas,Talas (Kayseri),2015,1,474
Kilis,Merkez,Merkez (Kilis),2015,1,188
Kırıkkale,Merkez,Merkez (Kırıkkale),2015,1,307
Kırıkkale,Yahşihan,Yahşihan (Kırıkkale),2015,1,108
Kırklareli,Babaeski,Babaeski (Kırklareli),2015,1,27
Kırklareli,Lüleburgaz,Lüleburgaz (Kırklareli),2015,1,203
Kırklareli,Merkez,Merkez (Kırklareli),2015,1,141
Kırşehir,Merkez,Merkez (Kırşehir),2015,1,234
Kocaeli,Başiskele,Başiskele (Kocaeli),2015,1,202
Kocaeli,Çayırova,Çayırova (Kocaeli),2015,1,92
Kocaeli,Darıca,Darıca (Kocaeli),2015,1,225
Kocaeli,Derince,Derince (Kocaeli),2015,1,178
Kocaeli,Gebze,Gebze (Kocaeli),2015,1,348
Kocaeli,Gölcük,Gölcük (Kocaeli),2015,1,242
Kocaeli,İzmit,İzmit (Kocaeli),2015,1,617
Kocaeli,Kandıra,Kandıra (Kocaeli),2015,1,40
Kocaeli,Karamürsel,Karamürsel (Kocaeli),2015,1,123
Kocaeli,Kartepe,Kartepe (Kocaeli),2015,1,164
Kocaeli,Körfez,Körfez (Kocaeli),2015,1,214
Konya,Akşehir,Akşehir (Konya),2015,1,68
Konya,Beyşehir,Beyşehir (Konya),2015,1,63
Konya,Cihanbeyli,Cihanbeyli (Konya),2015,1,22
Konya,Ereğli,Ereğli (Konya),2015,1,152
Konya,Karatay,Karatay (Konya),2015,1,300
Konya,Meram,Meram (Konya),2015,1,194
Konya,Selçuklu,Selçuklu (Konya),2015,1,1026
Konya,Seydişehir,Seydişehir (Konya),2015,1,46
Kütahya,Merkez,Merkez (Kütahya),2015,1,334
Kütahya,Simav,Simav (Kütahya),2015,1,27
Kütahya,Tavşanlı,Tavşanlı (Kütahya),2015,1,49
Malatya,Battalgazi,Battalgazi (Malatya),2015,1,356
Malatya,Yeşilyurt,Yeşilyurt (Malatya),2015,1,382
Manisa,Akhisar,Akhisar (Manisa),2015,1,146
Manisa,Alaşehir,Alaşehir (Manisa),2015,1,76
Manisa,Salihli,Salihli (Manisa),2015,1,177
Manisa,Saruhanlı,Saruhanlı (Manisa),2015,1,38
Manisa,Şehzadeler,Şehzadeler (Manisa),2015,1,159
Manisa,Soma,Soma (Manisa),2015,1,74
Manisa,Turgutlu,Turgutlu (Manisa),2015,1,209
Manisa,Yunusemre,Yunusemre (Manisa),2015,1,335
Mardin,Artuklu,Artuklu (Mardin),2015,1,136
Mardin,Kızıltepe,Kızıltepe (Mardin),2015,1,116
Mardin,Midyat,Midyat (Mardin),2015,1,27
Mardin,Nusaybin,Nusaybin (Mardin),2015,1,33
Mersin,Akdeniz,Akdeniz (Mersin),2015,1,186
Mersin,Anamur,Anamur (Mersin),2015,1,52
Mersin,Erdemli,Erdemli (Mersin),2015,1,387
Mersin,Mezitli,Mezitli (Mersin),2015,1,624
Mersin,Silifke,Silifke (Mersin),2015,1,159
Mersin,Tarsus,Tarsus (Mersin),2015,1,171
Mersin,Toroslar,Toroslar (Mersin),2015,1,253
Mersin,Yenişehir,Yenişehir (Mersin),2015,1,633
Muğla,Bodrum,Bodrum (Muğla),2015,1,334
Muğla,Dalaman,Dalaman (Muğla),2015,1,41
Muğla,Datça,Datça (Muğla),2015,1,33
Muğla,Fethiye,Fethiye (Muğla),2015,1,235
Muğla,Marmaris,Marmaris (Muğla),2015,1,110
Muğla,Menteşe,Menteşe (Muğla),2015,1,107
Muğla,Milas,Milas (Muğla),2015,1,213
Muğla,Ortaca,Ortaca (Muğla),2015,1,34
Muğla,Ula,Ula (Muğla),2015,1,20
Muş,Merkez,Merkez (Muş),2015,1,35
Nevşehir,Kozaklı,Kozaklı (Nevşehir),2015,1,36
Nevşehir,Merkez,Merkez (Nevşehir),2015,1,93
Nevşehir,Ürgüp,Ürgüp (Nevşehir),2015,1,25
Niğde,Bor,Bor (Niğde),2015,1,56
Niğde,Merkez,Merkez (Niğde),2015,1,265
Ordu,Altınordu,Altınordu (Ordu),2015,1,238
Ordu,Fatsa,Fatsa (Ordu),2015,1,160
Ordu,Ünye,Ünye (Ordu),2015,1,130
Osmaniye,Düziçi,Düziçi (Osmaniye),2015,1,28
Osmaniye,Kadirli,Kadirli (Osmaniye),2015,1,75
Osmaniye,Merkez,Merkez (Osmaniye),2015,1,294
Rize,Ardeşen,Ardeşen (Rize),2015,1,24
Rize,Çayeli,Çayeli (Rize),2015,1,35
Rize,Merkez,Merkez (Rize),2015,1,143
Rize,Pazar,Pazar (Rize),2015,1,27
Sakarya,Adapazarı,Adapazarı (Sakarya),2015,1,323
Sakarya,Akyazı,Akyazı (Sakarya),2015,1,64
Sakarya,Erenler,Erenler (Sakarya),2015,1,82
Sakarya,Ferizli,Ferizli (Sakarya),2015,1,64
Sakarya,Hendek,Hendek (Sakarya),2015,1,51
Sakarya,Karasu,Karasu (Sakarya),2015,1,324
Sakarya,Kocaali,Kocaali (Sakarya),2015,1,24
Sakarya,Pamukova,Pamukova (Sakarya),2015,1,31
Sakarya,Sapanca,Sapanca (Sakarya),2015,1,73
Sakarya,Serdivan,Serdivan (Sakarya),2015,1,290
Samsun,Atakum,Atakum (Samsun),2015,1,516
Samsun,Bafra,Bafra (Samsun),2015,1,88
Samsun,Canik,Canik (Samsun),2015,1,105
Samsun,Çarşamba,Çarşamba (Samsun),2015,1,114
Samsun,Havza,Havza (Samsun),2015,1,21
Samsun,İlkadım,İlkadım (Samsun),2015,1,471
Samsun,Kavak,Kavak (Samsun),2015,1,25
Samsun,Tekkeköy,Tekkeköy (Samsun),2015,1,31
Samsun,Terme,Terme (Samsun),2015,1,36
Samsun,Vezirköprü,Vezirköprü (Samsun),2015,1,30
Şanlıurfa,Birecik,Birecik (Şanlıurfa),2015,1,50
Şanlıurfa,Siverek,Siverek (Şanlıurfa),2015,1,86
Şanlıurfa,Viranşehir,Viranşehir (Şanlıurfa),2015,1,99
Siirt,Merkez,Merkez (Siirt),2015,1,101
Sinop,Boyabat,Boyabat (Sinop),2015,1,35
Sinop,Gerze,Gerze (Sinop),2015,1,33
Sinop,Merkez,Merkez (Sinop),2015,1,62
Şırnak,Cizre,Cizre (Şırnak),2015,1,24
Sivas,Merkez,Merkez (Sivas),2015,1,343
Sivas,Yıldızeli,Yıldızeli (Sivas),2015,1,66
Tekirdağ,Çerkezköy,Çerkezköy (Tekirdağ),2015,1,466
Tekirdağ,Çorlu,Çorlu (Tekirdağ),2015,1,600
Tekirdağ,Kapaklı,Kapaklı (Tekirdağ),2015,1,187
Tekirdağ,Malkara,Malkara (Tekirdağ),2015,1,46
Tekirdağ,Marmaraereğlisi,Marmaraereğlisi (Tekirdağ),2015,1,246
Tekirdağ,Muratlı,Muratlı (Tekirdağ),2015,1,20
Tekirdağ,Saray,Saray (Tekirdağ),2015,1,46
Tekirdağ,Şarköy,Şarköy (Tekirdağ),2015,1,97
Tekirdağ,Süleymanpaşa,Süleymanpaşa (Tekirdağ),2015,1,433
Tokat,Erbaa,Erbaa (Tokat),2015,1,38
Tokat,Merkez,Merkez (Tokat),2015,1,244
Tokat,Turhal,Turhal (Tokat),2015,1,56
Tokat,Zile,Zile (Tokat),2015,1,22
Trabzon,Akçaabat,Akçaabat (Trabzon),2015,1,78
Trabzon,Araklı,Araklı (Trabzon),2015,1,21
Trabzon,Beşikdüzü,Beşikdüzü (Trabzon),2015,1,20
Trabzon,Çarşıbaşı,Çarşıbaşı (Trabzon),2015,1,37
Trabzon,Ortahisar,Ortahisar (Trabzon),2015,1,480
Trabzon,Vakfıkebir,Vakfıkebir (Trabzon),2015,1,30
Trabzon,Yomra,Yomra (Trabzon),2015,1,105
Tunceli,Merkez,Merkez (Tunceli),2015,1,35
Uşak,Merkez,Merkez (Uşak),2015,1,278
Van,Erciş,Erciş (Van),2015,1,30
Van,İpekyolu,İpekyolu (Van),2015,1,160
Yalova,Altınova,Altınova (Yalova),2015,1,28
Yalova,Armutlu,Armutlu (Yalova),2015,1,201
Yalova,Çiftlikköy,Çiftlikköy (Yalova),2015,1,100
Yalova,Çınarcık,Çınarcık (Yalova),2015,1,188
Yalova,Merkez,Merkez (Yalova),2015,1,211
Yalova,Termal,Termal (Yalova),2015,1,29
Yozgat,Merkez,Merkez (Yozgat),2015,1,97
Yozgat,Sarıkaya,Sarıkaya (Yozgat),2015,1,21
Yozgat,Sorgun,Sorgun (Yozgat),2015,1,92
Yozgat,Yerköy,Yerköy (Yozgat),2015,1,41
Zonguldak,Alaplı,Alaplı (Zonguldak),2015,1,26
Zonguldak,Çaycuma,Çaycuma (Zonguldak),2015,1,28
Zonguldak,Devrek,Devrek (Zonguldak),2015,1,49
Zonguldak,Ereğli,Ereğli (Zonguldak),2015,1,164
Zonguldak,Merkez,Merkez (Zonguldak),2015,1,129
Adana,Ceyhan,Ceyhan (Adana),2015,2,136
Adana,Çukurova,Çukurova (Adana),2015,2,607
Adana,Karataş,Karataş (Adana),2015,2,30
Adana,Kozan,Kozan (Adana),2015,2,76
Adana,Sarıçam,Sarıçam (Adana),2015,2,45
Adana,Seyhan,Seyhan (Adana),2015,2,746
Adana,Yüreğir,Yüreğir (Adana),2015,2,95
Adıyaman,Besni,Besni (Adıyaman),2015,2,56
Adıyaman,Gölbaşı,Gölbaşı (Adıyaman),2015,2,29
Adıyaman,Merkez,Merkez (Adıyaman),2015,2,247
Afyonkarahisar,Dinar,Dinar (Afyonkarahisar),2015,2,23
Afyonkarahisar,İhsaniye,İhsaniye (Afyonkarahisar),2015,2,123
Afyonkarahisar,Merkez,Merkez (Afyonkarahisar),2015,2,254
Afyonkarahisar,Sandıklı,Sandıklı (Afyonkarahisar),2015,2,32
Ağrı,Doğubayazıt,Doğubayazıt (Ağrı),2015,2,45
Ağrı,Merkez,Merkez (Ağrı),2015,2,43
Aksaray,Merkez,Merkez (Aksaray),2015,2,364
Amasya,Merkez,Merkez (Amasya),2015,2,184
Amasya,Merzifon,Merzifon (Amasya),2015,2,95
Amasya,Suluova,Suluova (Amasya),2015,2,25
Ankara,Akyurt,Akyurt (Ankara),2015,2,90
Ankara,Altındağ,Altındağ (Ankara),2015,2,893
Ankara,Ayaş,Ayaş (Ankara),2015,2,41
Ankara,Beypazarı,Beypazarı (Ankara),2015,2,58
Ankara,Çankaya,Çankaya (Ankara),2015,2,1405
Ankara,Çubuk,Çubuk (Ankara),2015,2,156
Ankara,Elmadağ,Elmadağ (Ankara),2015,2,75
Ankara,Etimesgut,Etimesgut (Ankara),2015,2,1360
Ankara,Gölbaşı,Gölbaşı (Ankara),2015,2,159
Ankara,Güdül,Güdül (Ankara),2015,2,175
Ankara,Kazan,Kazan (Ankara),2015,2,103
Ankara,Keçiören,Keçiören (Ankara),2015,2,2016
Ankara,Kızılcahamam,Kızılcahamam (Ankara),2015,2,95
Ankara,Mamak,Mamak (Ankara),2015,2,1626
Ankara,Polatlı,Polatlı (Ankara),2015,2,202
Ankara,Pursaklar,Pursaklar (Ankara),2015,2,260
Ankara,Şereflikoçhisar,Şereflikoçhisar (Ankara),2015,2,42
Ankara,Sincan,Sincan (Ankara),2015,2,1064
Ankara,Yenimahalle,Yenimahalle (Ankara),2015,2,1209
Antalya,Aksu,Aksu (Antalya),2015,2,92
Antalya,Alanya,Alanya (Antalya),2015,2,1026
Antalya,Döşemealtı,Döşemealtı (Antalya),2015,2,63
Antalya,Elmalı,Elmalı (Antalya),2015,2,55
Antalya,Finike,Finike (Antalya),2015,2,78
Antalya,Gazipaşa,Gazipaşa (Antalya),2015,2,38
Antalya,Kaş,Kaş (Antalya),2015,2,35
Antalya,Kemer,Kemer (Antalya),2015,2,32
Antalya,Kepez,Kepez (Antalya),2015,2,1441
Antalya,Konyaaltı,Konyaaltı (Antalya),2015,2,619
Antalya,Korkuteli,Korkuteli (Antalya),2015,2,79
Antalya,Kumluca,Kumluca (Antalya),2015,2,47
Antalya,Manavgat,Manavgat (Antalya),2015,2,306
Antalya,Muratpaşa,Muratpaşa (Antalya),2015,2,1146
Antalya,Serik,Serik (Antalya),2015,2,109
Artvin,Hopa,Hopa (Artvin),2015,2,49
Artvin,Merkez,Merkez (Artvin),2015,2,45
Aydın,Çine,Çine (Aydın),2015,2,20
Aydın,Didim,Didim (Aydın),2015,2,651
Aydın,Efeler,Efeler (Aydın),2015,2,440
Aydın,Germencik,Germencik (Aydın),2015,2,22
Aydın,İncirliova,İncirliova (Aydın),2015,2,61
Aydın,Kuşadası,Kuşadası (Aydın),2015,2,534
Aydın,Nazilli,Nazilli (Aydın),2015,2,189
Aydın,Söke,Söke (Aydın),2015,2,135
Balıkesir,Altıeylül,Altıeylül (Balıkesir),2015,2,191
Balıkesir,Ayvalık,Ayvalık (Balıkesir),2015,2,174
Balıkesir,Bandırma,Bandırma (Balıkesir),2015,2,237
Balıkesir,Bigadiç,Bigadiç (Balıkesir),2015,2,33
